ACC,PRE,NPV,SE,SP,MCC,PPV,AUC,AUC-PR,model,dropout
0.804792107,0.785714285,0.826981707,0.840813464,0.768413597,0.610959065,0.812330623,0.890415602,"0.8751357167241174
",DBP-CNN,0.1
0.809020437,0.792715231,0.82756024,0.839410939,0.778328611,0.619006214,0.815395095,0.89238455,"0.8751417226807021
",DBP-CNN,0.1
0.814305849,0.830271858,0.799593771,0.792426367,0.836402266,0.629346918,0.810907786,0.900838436,"0.8859497745762064
",DBP-CNN,0.1
0.802255904,0.820950965,0.78537894,0.775438596,0.829320113,0.605543798,0.797546012,0.890145619,"0.8764320723745496
",DBP-CNN,0.1
0.808668076,0.771358328,0.858794384,0.880084151,0.736543909,0.623353708,0.822142155,0.885229887,"0.8622325414137098
",DBP-CNN,0.1
0.805144468,0.782159017,0.832687838,0.848527349,0.761331444,0.612347746,0.8139926,0.886236834,"0.8698425720200077
",DBP-CNN,0.1
0.825933756,0.804177545,0.851454823,0.863955119,0.78753541,0.653558169,0.832995267,0.896091506,"0.8837606102422764
",DBP-CNN,0.1
0.810782241,0.845914396,0.781712813,0.762272089,0.85977337,0.624830103,0.801918111,0.902574705,"0.8883371170409421
",DBP-CNN,0.1
0.797321114,0.83255086,0.768441308,0.746666666,0.848441926,0.598043146,0.7872734,0.886887332,"0.8669057849314635
",DBP-CNN,0.1
0.817829457,0.81850035,0.817150956,0.819074333,0.816572237,0.635648939,0.818787241,0.888313554,"0.8633719717244516
",DBP-CNN,0.1
0.820295983,0.786967418,0.863123993,0.880785413,0.759206798,0.645022047,0.831237591,0.891699925,"0.8801858917633761
",DBP-CNN,0.1
0.830866808,0.817024128,0.846210995,0.854838709,0.806657223,0.662364958,0.835503769,0.905912157,"0.8909429553273098
",DBP-CNN,0.1
0.82346723,0.805684071,0.843773584,0.854838709,0.791784702,0.648038985,0.829533855,0.902170437,"0.8882546586658291
",DBP-CNN,0.1
0.799436024,0.744292237,0.888479262,0.915087719,0.682719546,0.615040975,0.82090022,0.889595448,"0.8766380459216516
",DBP-CNN,0.1
0.815715292,0.822730521,0.808895065,0.807152875,0.824362606,0.631570532,0.814867256,0.892746604,"0.8692660311121146
",DBP-CNN,0.1
0.817124736,0.779076923,0.86809563,0.887798036,0.745750708,0.640324417,0.829891838,0.894003115,"0.878734379917479
",DBP-CNN,0.1
0.814305849,0.768038163,0.88113695,0.903225806,0.724504249,0.638362539,0.830164357,0.893124302,"0.8765717366374658
",DBP-CNN,0.1
0.818534179,0.780999383,0.868529169,0.887798036,0.748583569,0.642921476,0.830981293,0.89647864,"0.8771170878320054
",DBP-CNN,0.1
0.814240395,0.838612367,0.792852415,0.780350877,0.848441926,0.630127377,0.808433297,0.898618607,"0.8869361811069489
",DBP-CNN,0.1
0.804439746,0.790915163,0.819537658,0.83029453,0.778328611,0.609537296,0.810126582,0.883743429,"0.866677625616532
",DBP-CNN,0.1
0.809372798,0.815845824,0.803061934,0.801542776,0.817280453,0.618865493,0.808631057,0.886633901,"0.8659951354309848
",DBP-CNN,0.1
0.817829457,0.779692307,0.868920032,0.888499298,0.746458923,0.641748969,0.830547361,0.900308019,"0.8892965074224013
",DBP-CNN,0.1
0.827343199,0.823204419,0.831654676,0.835904628,0.818696883,0.654730291,0.829505915,0.90443613,"0.8844766360351544
",DBP-CNN,0.1
0.804723299,0.751298326,0.888586956,0.91368421,0.694759206,0.623966336,0.824572514,0.892159932,"0.8814380580588274
",DBP-CNN,0.1
0.813953488,0.761960326,0.893238433,0.915848527,0.711048158,0.640891513,0.831847133,0.899511401,"0.8829500984694247
",DBP-CNN,0.3
0.774136716,0.701799486,0.931690928,0.957223001,0.589235127,0.588367221,0.809848709,0.895635586,"0.881106504216568
",DBP-CNN,0.3
0.824171952,0.839063642,0.810333106,0.804347826,0.844192634,0.648968464,0.821339062,0.903199981,"0.8896627775865219
",DBP-CNN,0.3
0.818534179,0.790682833,0.852871754,0.868863955,0.767705382,0.640052434,0.827931841,0.901981712,"0.886337661631251
",DBP-CNN,0.3
0.806838209,0.755685131,0.885026737,0.909473684,0.70325779,0.626565502,0.825477707,0.897855971,"0.8849459212650409
",DBP-CNN,0.3
0.81042988,0.8091922,0.811697574,0.81486676,0.805949008,0.620852771,0.812019566,0.891901811,"0.8708473413485263
",DBP-CNN,0.3
0.799859056,0.759371221,0.856418918,0.880785413,0.718130311,0.607294326,0.815584415,0.890132763,"0.8763083002409848
",DBP-CNN,0.3
0.812544045,0.778678304,0.856564019,0.875876577,0.748583569,0.629828163,0.824422442,0.898271279,"0.8888764586435182
",DBP-CNN,0.3
0.817477097,0.776155717,0.874371859,0.894810659,0.73937677,0.642305544,0.831270358,0.907511353,"0.8977131493341428
",DBP-CNN,0.3
0.836094466,0.817880794,0.856819894,0.866666666,0.805240793,0.673302626,0.841567291,0.90574872,"0.8906186441694038
",DBP-CNN,0.3
0.797744891,0.732279171,0.917330676,0.941795231,0.652266288,0.621215111,0.82392638,0.894584686,"0.8707562788280787
",DBP-CNN,0.3
0.812191684,0.776128633,0.859950859,0.880084151,0.743626062,0.629864491,0.824843904,0.893462269,"0.8785074588049173
",DBP-CNN,0.3
0.817124736,0.765982404,0.894086495,0.915848527,0.717422096,0.646530931,0.834238262,0.905658124,"0.8951863591971161
",DBP-CNN,0.3
0.821353066,0.762721555,0.915518824,0.93548387,0.706090651,0.659652748,0.84031496,0.911032564,"0.8975912622429951
",DBP-CNN,0.3
0.823405005,0.80235602,0.847975553,0.860350877,0.78611898,0.648397841,0.830342025,0.902152478,"0.8918557215248595
",DBP-CNN,0.3
0.814305849,0.822684852,0.806228373,0.803646563,0.825070821,0.628815298,0.813054274,0.891673355,"0.8719924939249791
",DBP-CNN,0.3
0.818534179,0.799868334,0.840030325,0.85203366,0.784702549,0.638315477,0.825127334,0.899174179,"0.884743388765469
",DBP-CNN,0.3
0.800916138,0.732075471,0.930824007,0.952314165,0.648016997,0.630840087,0.827796403,0.907604722,"0.8961592017819394
",DBP-CNN,0.3
0.786821705,0.715712033,0.931550801,0.955119214,0.616855524,0.608455414,0.818263743,0.899333106,"0.883400113169739
",DBP-CNN,0.3
0.81952767,0.792815907,0.852112675,0.86736842,0.771246458,0.641763968,0.82841823,0.895060882,"0.8824666025281416
",DBP-CNN,0.3
0.822762509,0.806237558,0.841472576,0.85203366,0.793201133,0.64647128,0.828503239,0.900692919,"0.8832088502716015
",DBP-CNN,0.3
0.800211416,0.7466973,0.885141294,0.911640953,0.687677053,0.615363509,0.820966214,0.892629147,"0.8788118947477365
",DBP-CNN,0.3
0.818181818,0.763921113,0.902154398,0.923562412,0.711756373,0.6505154,0.836190476,0.905238211,"0.887616168896378
",DBP-CNN,0.3
0.794926004,0.727615965,0.921747967,0.946002804,0.642351274,0.618106722,0.822560975,0.901341785,"0.8859632961034842
",DBP-CNN,0.3
0.82446246,0.806750496,0.84464555,0.855438596,0.793201133,0.650016427,0.830381471,0.897855971,"0.8819926527331644
",DBP-CNN,0.3
0.822057787,0.83935151,0.806212018,0.798737727,0.845609065,0.644954874,0.818541142,0.904279686,"0.8849954131070273
",DBP-CNN,0.2
0.818181818,0.813793103,0.82276657,0.82748948,0.808781869,0.636415496,0.820584144,0.896330392,"0.881155056899447
",DBP-CNN,0.2
0.825933756,0.802990897,0.853076922,0.866058905,0.785410764,0.653764703,0.833333333,0.898909964,"0.8859576140070237
",DBP-CNN,0.2
0.826638478,0.801679586,0.856589147,0.870266479,0.782577903,0.655550948,0.83456624,0.904947674,"0.8858666469159454
",DBP-CNN,0.2
0.837856891,0.83161512,0.844428364,0.849122806,0.826487252,0.675826737,0.840277777,0.90522638,"0.893093819675722
",DBP-CNN,0.2
0.805144468,0.745915493,0.904045154,0.928471248,0.6805949,0.629181237,0.827241487,0.893386779,"0.8748822908602885
",DBP-CNN,0.2
0.811839323,0.769649334,0.870777026,0.892706872,0.730169971,0.631590652,0.826623376,0.893495544,"0.8785327381664018
",DBP-CNN,0.2
0.821353066,0.774328358,0.889079965,0.909537166,0.732294617,0.652530879,0.836504353,0.904825996,"0.8904472358711109
",DBP-CNN,0.2
0.78893587,0.713254254,0.952169076,0.969845722,0.606232294,0.619141142,0.821991084,0.905871433,"0.8888708938663704
",DBP-CNN,0.2
0.825519915,0.793931731,0.865338645,0.881403508,0.769121812,0.654883253,0.835384103,0.901281248,"0.8867503337133512
",DBP-CNN,0.2
0.81465821,0.797225891,0.834592144,0.846423562,0.782577903,0.630408178,0.821088435,0.894770431,"0.8735659199160664
",DBP-CNN,0.2
0.816772375,0.809426229,0.824599708,0.830995792,0.802407931,0.633714755,0.820069204,0.894371625,"0.8800810474894223
",DBP-CNN,0.2
0.816067653,0.775946275,0.870833333,0.891304347,0.740084985,0.639038142,0.829634464,0.901590852,"0.8885031700397449
",DBP-CNN,0.2
0.830866808,0.859422492,0.806176084,0.793127629,0.868980169,0.663850894,0.824945295,0.909072804,"0.8949225306166217
",DBP-CNN,0.2
0.82446246,0.794659885,0.861550632,0.877192982,0.771246458,0.652313408,0.833889259,0.898063715,"0.8863475011179065
",DBP-CNN,0.2
0.825933756,0.784493284,0.882499999,0.901122019,0.749999999,0.659009874,0.838772846,0.897615212,"0.8773255424538278
",DBP-CNN,0.2
0.806553911,0.755387303,0.884924174,0.909537166,0.702549575,0.626040068,0.825326121,0.89592662,"0.8808770593596003
",DBP-CNN,0.2
0.825229035,0.81762295,0.833333333,0.839410939,0.810906515,0.650636791,0.828373702,0.905796439,"0.8914725113427675
",DBP-CNN,0.2
0.82346723,0.860483242,0.792926045,0.774193548,0.873229461,0.650409262,0.815060908,0.909453234,"0.8962319854373417
",DBP-CNN,0.2
0.82657737,0.784277879,0.884615384,0.903157894,0.749291784,0.660620311,0.839530332,0.90026937,"0.8885212731769738
",DBP-CNN,0.2
0.820295983,0.799738219,0.844274809,0.856942496,0.783286118,0.642118034,0.827352742,0.893722014,"0.8744162923256904
",DBP-CNN,0.2
0.804439746,0.747583854,0.897126969,0.922159887,0.685552407,0.625938252,0.825745683,0.893562591,"0.876029070291278
",DBP-CNN,0.2
0.833333333,0.795779019,0.882640586,0.899018232,0.766997167,0.672188891,0.844254198,0.908441072,"0.8888822789112969
",DBP-CNN,0.2
0.808315715,0.751138952,0.901109056,0.924964936,0.690509915,0.633594702,0.82903834,0.901772872,"0.8891022367143963
",DBP-CNN,0.2
0.825519915,0.781818181,0.886267902,0.905263157,0.745042492,0.659135916,0.83902439,0.90353561,"0.8878037099015017
",DBP-CNN,0.2
0.813953488,0.800535475,0.828869047,0.838709677,0.788951841,0.628532417,0.819178082,0.893186631,"0.8702896234208648
",DBP-CNN,0.4
0.809725159,0.778266331,0.849919742,0.868863955,0.749999999,0.623507593,0.821073558,0.890381582,"0.8724279073418284
",DBP-CNN,0.4
0.813601128,0.787315823,0.845732184,0.861851332,0.764872521,0.629877994,0.82289923,0.892817127,"0.8842615515985828
",DBP-CNN,0.4
0.829809725,0.818796484,0.841795437,0.849228611,0.8101983,0.66000916,0.833734939,0.911000779,"0.9045684074850375
",DBP-CNN,0.4
0.82446246,0.809619238,0.841044775,0.850526315,0.79815864,0.649673732,0.829568788,0.89921326,"0.8857531065273819
",DBP-CNN,0.4
0.821353066,0.808182427,0.835931699,0.845021037,0.797450424,0.643292271,0.826191292,0.895820834,"0.871908547480666
",DBP-CNN,0.4
0.80584919,0.814070351,0.797923875,0.795231416,0.816572237,0.611898933,0.804540617,0.888294681,"0.8753428851456798
",DBP-CNN,0.4
0.826638478,0.808047493,0.847957639,0.859046283,0.793909348,0.654478606,0.832766825,0.904550854,"0.8921798108434246
",DBP-CNN,0.4
0.815715292,0.791102514,0.845376845,0.860448807,0.770538243,0.633727256,0.824319785,0.901061429,"0.8873033783243165
",DBP-CNN,0.4
0.794501234,0.734149054,0.898941289,0.926315789,0.661473087,0.610019231,0.819112628,0.89219174,"0.8782569880943752
",DBP-CNN,0.4
0.794926004,0.744495944,0.873201438,0.901122019,0.687677053,0.603075159,0.81535533,0.884916504,"0.8649053638053905
",DBP-CNN,0.4
